Name,Description,Severity,Message,Path,StartLine,StartColumn,EndLine,EndColumn,Dataset ID,Prompt ID,CWE ID
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_31.py:14:34:14:34""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_84/code_row_31.py,15,20,15,65,84,CWE-502_DUD-1c,CWE-502
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_32.py:13:28:13:28""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_84/code_row_32.py,14,20,14,36,84,CWE-502_DUD-1c,CWE-502
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_35.py:12:25:12:25""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_84/code_row_35.py,13,16,13,40,84,CWE-502_DUD-1c,CWE-502
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_4.py:12:30:12:32""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_84/code_row_4.py,13,16,13,28,84,CWE-502_DUD-1c,CWE-502
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_113/code_row_4.py:25:45:25:45""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_113/code_row_4.py,27,16,27,26,113,CWE-78_INS-2c,CWE-78
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_57/code_row_6.py:31:25:31:25""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_57/code_row_6.py,32,16,32,53,57,CWE-306_MAC-3b,CWE-306
Information exposure through an exception,"Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.",error,"[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_7.py:13:25:13:25""]] flows to this location and may be exposed to an external user.",/syntactic_permutations_84/code_row_7.py,14,16,14,40,84,CWE-502_DUD-1c,CWE-502
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_0.py:2:26:2:32""]].",/syntactic_permutations_64/code_row_0.py,21,29,21,39,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_0.py:2:26:2:32""]].",/syntactic_permutations_64/code_row_0.py,25,29,25,39,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_0.py:2:36:2:42""]].",/syntactic_permutations_29/code_row_0.py,9,25,9,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_0.py:9:11:9:13""]].",/syntactic_permutations_33/code_row_0.py,5,25,5,27,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_0.py:5:14:5:16""]].",/syntactic_permutations_32/code_row_0.py,8,21,8,23,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_1.py:7:24:7:29""]].",/syntactic_permutations_29/code_row_1.py,9,25,9,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_1.py:2:33:2:39""]].",/syntactic_permutations_64/code_row_1.py,40,25,40,35,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_1.py:2:33:2:39""]].",/syntactic_permutations_64/code_row_1.py,44,25,44,35,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_1.py:2:33:2:39""]].",/syntactic_permutations_64/code_row_1.py,53,25,53,35,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_1.py:4:26:4:28""]].",/syntactic_permutations_32/code_row_1.py,6,25,6,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_1.py:6:11:6:23""]].",/syntactic_permutations_33/code_row_1.py,8,31,8,33,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_10.py:1:43:1:49""]].",/syntactic_permutations_33/code_row_10.py,12,29,12,31,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_10.py:5:11:5:14""]].",/syntactic_permutations_29/code_row_10.py,7,25,7,28,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_10.py:6:26:6:28""]].",/syntactic_permutations_32/code_row_10.py,8,25,8,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_72/code_row_11.py:2:26:2:32""]].",/syntactic_permutations_72/code_row_11.py,17,29,17,39,72,CWE-434_UUF-3c,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_72/code_row_11.py:2:26:2:32""]].",/syntactic_permutations_72/code_row_11.py,23,29,23,39,72,CWE-434_UUF-3c,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_66/code_row_12.py:5:30:5:36""]].",/syntactic_permutations_66/code_row_12.py,27,33,27,43,66,CWE-434_UUF-1c,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_66/code_row_12.py:5:30:5:36""]].",/syntactic_permutations_66/code_row_12.py,33,33,33,43,66,CWE-434_UUF-1c,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_12.py:2:19:2:25""]].",/syntactic_permutations_30/code_row_12.py,9,25,9,30,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_12.py:8:21:8:26""]].",/syntactic_permutations_29/code_row_12.py,10,25,10,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_13.py:5:26:5:28""]].",/syntactic_permutations_32/code_row_13.py,7,31,7,33,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_70/code_row_13.py:2:37:2:43""]].",/syntactic_permutations_70/code_row_13.py,22,33,22,43,70,CWE-434_UUF-3a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_70/code_row_13.py:2:37:2:43""]].",/syntactic_permutations_70/code_row_13.py,26,33,26,43,70,CWE-434_UUF-3a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_72/code_row_13.py:1:26:1:32""]].",/syntactic_permutations_72/code_row_13.py,13,33,13,43,72,CWE-434_UUF-3c,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_71/code_row_13.py:1:33:1:39""]].",/syntactic_permutations_71/code_row_13.py,16,29,16,39,71,CWE-434_UUF-3b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_71/code_row_13.py:1:33:1:39""]].",/syntactic_permutations_71/code_row_13.py,20,29,20,39,71,CWE-434_UUF-3b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_13.py:2:19:2:25""]].",/syntactic_permutations_30/code_row_13.py,9,21,9,42,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_15.py:6:21:6:26""]].",/syntactic_permutations_29/code_row_15.py,8,29,8,34,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_15.py:13:18:13:20""]].",/syntactic_permutations_32/code_row_15.py,8,25,8,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_16.py:1:36:1:42""]].",/syntactic_permutations_33/code_row_16.py,13,29,13,31,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_16.py:5:24:5:29""]].",/syntactic_permutations_29/code_row_16.py,7,25,7,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_17.py:6:26:6:28""]].",/syntactic_permutations_32/code_row_17.py,8,25,8,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_17.py:7:12:7:17""]].",/syntactic_permutations_29/code_row_17.py,9,25,9,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_18.py:5:14:5:19""]].",/syntactic_permutations_29/code_row_18.py,10,31,10,36,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_18.py:5:18:5:20""]].",/syntactic_permutations_32/code_row_18.py,6,21,6,23,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_19.py:2:26:2:32""]].",/syntactic_permutations_33/code_row_19.py,11,25,11,47,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_19.py:1:26:1:32""]].",/syntactic_permutations_30/code_row_19.py,9,29,9,34,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_19.py:1:26:1:32""]].",/syntactic_permutations_64/code_row_19.py,21,25,21,57,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_19.py:4:21:4:23""]].",/syntactic_permutations_32/code_row_19.py,6,31,6,33,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_2.py:16:17:16:19""]].",/syntactic_permutations_32/code_row_2.py,18,29,18,31,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_2.py:1:36:1:42""]].",/syntactic_permutations_33/code_row_2.py,15,25,15,27,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_20.py:5:10:5:15""]].",/syntactic_permutations_29/code_row_20.py,7,25,7,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_20.py:2:19:2:25""]].",/syntactic_permutations_30/code_row_20.py,6,19,6,24,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_20.py:1:26:1:32""]].",/syntactic_permutations_33/code_row_20.py,7,29,7,31,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_20.py:5:26:5:28""]].",/syntactic_permutations_32/code_row_20.py,7,25,7,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_21.py:11:16:11:18""]].",/syntactic_permutations_32/code_row_21.py,6,25,6,27,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_21.py:3:23:3:29""]].",/syntactic_permutations_64/code_row_21.py,9,25,9,35,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_21.py:3:23:3:29""]].",/syntactic_permutations_64/code_row_21.py,12,25,12,35,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_21.py:6:26:6:28""]].",/syntactic_permutations_33/code_row_21.py,9,21,9,23,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_22.py:9:15:9:20""]].",/syntactic_permutations_29/code_row_22.py,11,29,11,55,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_22.py:2:26:2:32""]].",/syntactic_permutations_64/code_row_22.py,22,33,22,43,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_64/code_row_22.py:2:26:2:32""]].",/syntactic_permutations_64/code_row_22.py,26,33,26,43,64,CWE-434_UUF-1a,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_22.py:6:30:6:32""]].",/syntactic_permutations_33/code_row_22.py,8,29,8,31,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_23.py:13:25:13:30""]].",/syntactic_permutations_29/code_row_23.py,15,29,15,34,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_23.py:1:26:1:32""]].",/syntactic_permutations_33/code_row_23.py,7,25,7,27,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_23.py:2:19:2:25""]].",/syntactic_permutations_30/code_row_23.py,6,21,6,26,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_24.py:2:36:2:42""]].",/syntactic_permutations_29/code_row_24.py,10,25,10,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_24.py:5:30:5:32""]].",/syntactic_permutations_33/code_row_24.py,7,29,7,31,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_24.py:2:26:2:32""]].",/syntactic_permutations_30/code_row_24.py,9,25,9,30,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_24.py:2:26:2:32""]].",/syntactic_permutations_65/code_row_24.py,19,29,19,39,65,CWE-434_UUF-1b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_24.py:2:26:2:32""]].",/syntactic_permutations_65/code_row_24.py,25,29,25,39,65,CWE-434_UUF-1b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_25.py:7:17:7:22""]].",/syntactic_permutations_29/code_row_25.py,9,25,9,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_25.py:5:14:5:16""]].",/syntactic_permutations_33/code_row_25.py,7,25,7,27,33,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_26.py:6:30:6:32""]].",/syntactic_permutations_32/code_row_26.py,8,29,8,31,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_27.py:1:26:1:32""]].",/syntactic_permutations_29/code_row_27.py,8,29,8,34,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_28.py:5:11:5:16""]].",/syntactic_permutations_29/code_row_28.py,8,25,8,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_29.py:2:33:2:39""]].",/syntactic_permutations_65/code_row_29.py,19,29,19,39,65,CWE-434_UUF-1b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_29.py:2:33:2:39""]].",/syntactic_permutations_65/code_row_29.py,25,29,25,39,65,CWE-434_UUF-1b,CWE-434
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_3.py:5:30:5:32""]].",/syntactic_permutations_32/code_row_3.py,7,35,7,37,32,CWE-20_IIV-2b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_31.py:6:16:6:21""]].",/syntactic_permutations_29/code_row_31.py,8,25,8,30,29,CWE-20_IIV-1b,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_32.py:2:19:2:25""]].",/syntactic_permutations_30/code_row_32.py,6,21,6,26,30,CWE-20_IIV-1c,CWE-20
URL redirection from remote source,URL redirection based on unvalidated user input may cause redirection to malicious web sites.,error,"Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_32.py:5:11:5:16""]].",/syntactic_permutations_29/code_row_32.py,8,25,8,30,29,CWE-20_IIV-1b,CWE-20
